Fecha,Sector E.,Atlas,Bancop,Basa,BNA,BNF,Citibank,Continental,Do Brasil,Familiar,GNB,GNB Fusión,Interfisa,Itaú,Regional,Río,Solar,Sudameris,UENO,Visión,Zeta,Moneda
2016/02,CONSUMO,381521.678902,23837.801595999998,89956.573092,898.608753,1111095.32600804,5403.9809587,532838.94077641,84.099099,993778.4024570001,249135.179536,611912.1941290001,189956.534475,2402617.161236,404219.164529,142142.61407299998,0.0,216312.90605999998,0.0,750514.834818,0.0,MN
2016/02,GANADERIA,189071.871005,73510.370007,61721.497143,25686.029306,197428.28020100002,0.0,1049305.921299,0.0,62517.863594999995,263854.583535,518123.137958,103115.691238,569934.895651,713298.3138,32799.482764,0.0,509987.21042899997,0.0,186909.727418,0.0,MN
2016/02,INDUSTRIA,146133.636985,19041.779472000002,86077.03652200001,28907.153258,81151.81103499999,31596.70147441,640077.226593,3305.720749,57475.251624000004,248605.380528,240388.29946,35354.606858,450281.937188,557233.509101,9815.705888,0.0,196294.928058,0.0,12122.844049000001,0.0,MN
2016/02,OTROS,2817.4294170000003,424.044887,0.0,225.352361,1891.882606,0.0,9521.771236999999,0.0,8109.935635,3942.938924,0.0,24407.512489999997,2445.567951,1838.284265,0.0,0.0,1966.243581,0.0,0.0,0.0,MN
2016/02,SECTOR FINANCIERO,33766.901224,61133.028575,20546.126829,0.0,12711.921233,2167.62994177,280677.656866,0.0,38324.778629,35600.117834000004,19034.050184,3002.114329,54724.762139,59254.267965,15.971869,0.0,24613.018993,0.0,0.6,0.0,MN
2016/02,SERVICIOS,86164.46499400001,41870.149016,198647.217535,7276.887683,26780.053426,10847.44708443,1255724.290281,38.791421,105609.350387,206241.78462700002,1839.7485590000001,127891.47418599999,514363.358196,428217.968315,13225.606122,0.0,208536.97864800002,0.0,81946.748735,0.0,MN
2016/02,VIVIENDA,127992.715913,19705.989401,27443.557684000003,16.799487,103102.987227,0.0,197980.14215539998,0.0,120685.402454,6071.469283,232358.04842600002,10126.425376000001,538189.108484,162657.631433,3349.372774,0.0,65143.606785,0.0,392684.86054599995,0.0,MN
Total 2016/02,VIVIENDA,1384181.4343050001,357974.67329,996103.048896,115029.646313,2146357.8465070403,163627.22981287,6308363.38017681,98176.20189799998,2130933.953503,1847324.312669,3101593.8183500003,837596.0290999999,6052457.77502,3922711.16185,488949.984208,0.0,1680231.548198,0.0,2982695.5557440002,0.0,MN
2016/03,ACTIVIDADES INMOBILIARIAS,46600.839152,106.692776,4376.259647999999,517.603515,0.0,0.0,83926.673532,0.0,0.0,23479.149893,0.0,0.0,71011.90187500001,29903.577384,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/03,ADMINISTRACION PUBLICA,3528.0814210000003,1321.995754,0.0,0.0,7.990688,0.0,84923.954778,0.0,0.0,183.252827,0.0,0.0,28209.554415,7804.345243000001,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/03,AGRICULTURA,36088.521844999996,19621.826036000002,15734.211851,4947.564455,550232.396346,0.0,201133.26431539998,25856.218151,188387.38512000002,269000.75459100003,63236.083628,128616.00594,352712.517888,254525.302471,78261.183487,0.0,17331.01713,0.0,147654.306796,0.0,MN
2016/03,COMERCIO AL POR MAYOR,155257.56867299997,83352.60335399999,347134.138415,24080.674333,18973.961721,113006.32380302,970268.394058,71089.163472,169166.75548700002,223683.817332,1422973.620605,63364.222749,338838.218289,688527.807085,112399.145519,0.0,333881.035624,0.0,16111.576057,0.0,MN
2016/03,COMERCIO AL POR MENOR,125929.228776,14994.146885,84403.003304,19357.794438999998,366.233425,0.0,621947.187445,12871.163601,353651.403576,234083.429271,22448.483229,146621.080893,495129.52846199996,451688.28425,93748.224708,0.0,37609.883838,0.0,1378259.316035,0.0,MN
2016/03,CONSTRUCCION,46386.594983,1913.490354,74765.272275,3192.633513,0.0,0.0,405338.745789,428.912328,27548.168676,99766.759504,61179.550798,8399.050974,215984.443072,108229.319542,0.0,0.0,67401.578956,0.0,3481.350045,0.0,MN
2016/03,CONSUMO,387991.314914,22797.161133,92376.770831,877.786019,1111380.91660304,6233.92177955,531257.68665858,76.421302,995741.617696,244781.252355,624050.989148,188257.519298,2413769.731437,398273.02321200003,140032.117356,0.0,208035.82008900002,0.0,765156.821629,0.0,MN
2016/03,GANADERIA,206812.186284,70727.17757,68367.824664,24904.948316,206455.656386,0.0,1027661.518422,0.0,60981.74213,281630.923511,510960.162602,104859.45278400001,593414.362313,703434.286555,32587.765545,0.0,518287.931917,0.0,190396.056079,0.0,MN
2016/03,INDUSTRIA,155838.896424,19219.114202,86993.320791,29056.996252,82722.68740600001,53329.04787353,577271.7089979999,3163.0473469999997,57826.925344,255783.423676,190896.74483600003,34296.809825,424189.452887,558280.8696249999,9770.286668,0.0,194873.57933900002,0.0,10783.019796,0.0,MN
2016/03,OTROS,2981.88242,447.133427,0.0,191.50259,1909.424905,0.0,8953.056395,0.0,8450.149787,3592.304564,0.0,21974.730224,1655.4155349999999,1862.615934,0.0,0.0,1676.881356,0.0,0.0,0.0,MN
2016/03,SECTOR FINANCIERO,25149.893166,59477.352159,20229.851767,0.0,12498.135274,733.13192668,280190.818908,0.0,42306.343207,38279.22035,18770.034972999998,4210.591145,40800.937025,59126.418217,0.0,0.0,24584.397739,0.0,0.6,0.0,MN
2016/03,SERVICIOS,82736.875162,39436.205902,202751.862249,7709.215716,25798.240319999997,7416.60446759,1240365.4827186998,21.474885,103770.62449,205662.192187,3285.829252,127489.73563400001,518153.781265,425854.183163,14586.463463,0.0,261733.47875100002,0.0,83909.87701899999,0.0,MN
2016/03,VIVIENDA,133699.699326,19659.919042999998,28864.806864,15.233178,104195.077301,0.0,202178.53543380002,0.0,120418.915001,5928.041886,235567.16042099998,11234.282819,535226.409303,162102.67752199998,3292.097165,0.0,63484.511549,0.0,397801.405725,0.0,MN
Total 2016/03,VIVIENDA,1409001.582546,353074.818595,1025997.3226589999,114851.952326,2114540.7203750396,180719.02985037,6235417.02745148,113506.40108599998,2128250.030514,1885854.521947,3153368.659492,839323.482285,6029096.253766,3849612.7102030003,484677.283911,0.0,1728900.116288,0.0,2993554.3291809997,0.0,MN
2016/04,ACTIVIDADES INMOBILIARIAS,45247.861212,106.14427,4297.400901,473.250993,0.0,0.0,83154.431563,0.0,0.0,22735.0432,0.0,0.0,65704.403142,29627.42754,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/04,ADMINISTRACION PUBLICA,4219.552223,37.397222,0.0,0.0,0.0,0.0,81422.566279,0.0,0.0,182.890273,0.0,0.0,27220.84644,7808.790941,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/04,AGRICULTURA,36598.922049,19421.659219999998,17480.058018,4539.595701,532903.3998,20.67602627,205748.990976,25990.324315,182903.000712,265112.488308,81990.960368,133895.362096,316883.455978,248998.458379,78475.40973300001,0.0,18618.970931,0.0,148863.488089,0.0,MN
2016/04,COMERCIO AL POR MAYOR,173478.885081,82363.910448,349213.53679600003,24257.237874000002,23089.985724,88762.78519838,1016833.976853,61775.077671,168824.407958,228548.265112,1399645.09703,63441.311088,340141.718222,680650.641758,107602.289934,0.0,345203.962493,0.0,16780.519701999998,0.0,MN
2016/04,COMERCIO AL POR MENOR,127933.39576000001,15251.011681,83755.778621,19570.715124,294.797889,2.06190335,613773.3039170001,12895.068346,347909.48172499996,239504.51813500002,22690.094827999998,146715.03699700002,483981.204695,465000.746269,89866.773659,0.0,37581.888946,0.0,1360032.916034,0.0,MN
2016/04,CONSTRUCCION,47251.470825,1692.0040820000002,71302.488897,3293.412911,0.0,0.0,409099.38144800003,1415.779451,25003.013893,101251.526571,60526.778914,8222.582171,227915.48319899998,107329.688375,0.0,0.0,67450.427763,0.0,3783.5684560000004,0.0,MN
2016/04,CONSUMO,396753.308954,21726.734664,96146.024753,898.057155,1114215.91129,6109.63853174,522411.68949300004,39.033879,998135.414745,265545.718748,614471.820383,190472.223997,2415572.42394,392444.839191,128614.27369799999,0.0,212253.379578,0.0,771422.897785,0.0,MN
2016/04,GANADERIA,196810.567389,70385.973176,65573.27342900001,25055.230933,219931.816168,0.0,1038888.4084399999,0.0,61568.714695,284269.886207,504823.492781,109135.197372,583880.671862,687473.815978,31978.182665,0.0,521508.295575,0.0,191391.493812,0.0,MN
2016/04,INDUSTRIA,156186.134842,20894.064294,76961.403337,20297.155924,85453.826068,56195.93567513,562098.254255,2411.763057,57456.022069,253124.319193,186735.64136399998,35563.243515,434467.71861599997,553242.059668,9636.202472,0.0,188470.87400500002,0.0,9267.36729,0.0,MN
2016/04,OTROS,4777.321995,428.044778,0.0,198.511838,1926.401322,0.0,9567.390194,0.0,8485.001664,2933.057379,0.0,19754.576834,1949.2834959999998,1660.018298,0.0,0.0,2048.020567,0.0,0.0,0.0,MN
2016/04,SECTOR FINANCIERO,26261.696225,58577.355684,40035.520595,0.0,12574.72774,540.21333075,242789.391015,0.0,47465.320875,32721.339655000003,17764.183596,5218.717675,60599.146566,59030.760204,0.0,0.0,25675.216848,0.0,0.6,0.0,MN
2016/04,SERVICIOS,85469.604187,40311.829807,214559.184004,7727.782238,26536.456391,7858.93086128,1284196.468147,155.560171,108766.23985499999,199607.84259299998,3115.10513,134609.886959,508082.004527,420291.564784,14365.618767,0.0,259922.113186,0.0,86183.846103,0.0,MN
2016/04,VIVIENDA,136360.79834500002,19541.828057,29866.125332,12.882505,104567.046374,0.0,204354.0336444,0.0,120366.067344,5781.182283,236891.30597400002,11045.420896,541210.449437,162272.82506200002,3201.122454,0.0,62911.046702,0.0,404018.561118,0.0,MN
Total 2016/04,VIVIENDA,1437349.519087,350737.95738299994,1049190.794683,106323.833196,2121494.368766,159490.2415269,6274338.286224401,104682.60689,2126882.685535,1901318.077657,3128654.480368,858073.5596000002,6007608.81012,3815831.6364469994,463739.87338199996,0.0,1741644.1965939999,0.0,2991745.2583890003,0.0,MN
2016/05,ACTIVIDADES INMOBILIARIAS,47122.510839,151.7188,4165.289193,500.786007,0.0,0.0,112913.098714,0.0,0.0,33103.352966,0.0,0.0,70187.37438499999,29024.58214,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/05,ADMINISTRACION PUBLICA,4661.359780000001,36.576365,0.0,0.0,0.0,0.0,89602.911611,0.0,0.0,178.392756,0.0,0.0,26227.137471,7846.927375,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/05,AGRICULTURA,31842.404714,25582.789163,16980.924473,5093.816257,521225.88683599996,0.0,194543.983377,25975.473115,183786.406649,181734.53344300002,97622.39481099999,132491.779313,285150.153921,259406.557463,78348.30992300001,0.0,20393.69644,0.0,149730.149596,0.0,MN
2016/05,COMERCIO AL POR MAYOR,195560.318322,97240.195508,340215.474531,24051.444192,29669.734008,88097.02153993,1063808.702082,77291.268823,164150.044381,257500.55234999998,1463918.954393,72925.758165,328285.35897999996,653249.770018,105993.55155999999,0.0,344184.334393,0.0,18035.696799,0.0,MN
2016/05,COMERCIO AL POR MENOR,127948.394261,16152.856562,89449.893421,19421.962387,295.38411,2.67872437,610572.373837,12919.194227,340270.508419,235347.570838,22280.998673,140308.964901,474719.21770100005,460648.506078,80470.31022,0.0,61163.670019,0.0,1356056.6987359999,0.0,MN
2016/05,CONSTRUCCION,46758.280063,1609.895974,72087.08009999999,3224.878431,0.0,0.0,411053.97861800005,1416.568493,26095.536402,92741.609461,57808.516484,7973.535540999999,238094.040086,109900.413577,0.0,0.0,67257.524115,0.0,3820.4111540000004,0.0,MN
2016/05,CONSUMO,396933.282365,21596.887133,87880.89577599999,905.25243,1114515.1216570002,7042.19108246,542827.5371119999,61.778878,999568.562135,257799.637191,618909.305831,186089.705378,2435010.724548,386027.53338599997,116192.108321,0.0,216063.191524,0.0,786299.586274,0.0,MN
2016/05,GANADERIA,200359.925116,68026.78988,62701.356884999994,24347.228800999997,234392.965499,0.0,1030845.977234,0.0,57925.786292,297485.770175,496852.716861,106402.08478599999,576829.47,702104.17203,35715.323367,0.0,532328.1893879999,0.0,199366.984756,0.0,MN
2016/05,INDUSTRIA,157303.725592,21851.244756,76419.67601899999,20515.806306,108318.765061,53428.52117685,552895.427069,3491.329768,53800.990188,241496.397825,155449.516197,35091.245127,446251.54855,543456.667476,9525.564416,0.0,190070.63762700002,0.0,9149.048282,0.0,MN
2016/05,OTROS,4352.012610000001,184.812132,0.0,189.142023,1943.943623,0.0,8678.586594,0.0,8246.073263,2509.5626610000004,0.0,17591.327513,1796.2715489999998,1616.90714,0.0,0.0,1868.515424,0.0,0.0,0.0,MN
2016/05,SECTOR FINANCIERO,19570.452938,59223.848631,36410.569254,0.0,12653.873287,651.15080079,254240.69908299998,0.0,47354.079256,31891.320379,23883.604913,6909.561572,51613.547269,59105.795542,0.0,0.0,24926.803006,0.0,0.6,0.0,MN
2016/05,SERVICIOS,83602.994967,41155.511195,212246.973825,7578.18107,28141.022471,7289.54811525,1252921.8431219999,291.67434000000003,109444.24535299999,197800.192651,4421.408197,133810.6855,498843.484654,416700.06379399996,14873.173089,0.0,292618.99183799996,0.0,86295.962224,0.0,MN
2016/05,VIVIENDA,137495.86798799998,19307.142471000003,33076.367351,12.013935,107639.840838,0.0,208535.802619,0.0,120191.388569,5634.721815,236592.978945,11411.147083,544475.634054,166290.296729,3181.243626,0.0,61868.075456,0.0,412312.197898,0.0,MN
Total 2016/05,VIVIENDA,1453511.5295549997,372120.26856999996,1031634.500828,105840.51183899998,2158796.53739,156511.11143964998,6333440.921072,121447.28764400001,2110833.6209070003,1835223.614511,3177740.395305,851005.7948789999,5977483.963168,3795378.192748,444299.584522,0.0,1812743.6292299998,0.0,3021067.335719,0.0,MN
2016/06,ACTIVIDADES INMOBILIARIAS,67534.826742,147.730998,4171.018467999999,513.806723,0.0,0.0,118576.941762,0.0,0.0,32462.293161,0.0,0.0,71377.382723,31011.468790000003,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/06,ADMINISTRACION PUBLICA,3942.521061,35.713809,0.0,0.0,0.0,0.0,79939.871343,0.0,0.0,251.540032,213.681571,0.0,25216.340355,7735.499175,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/06,AGRICULTURA,52599.780454,25979.270373,16564.112502,5100.026657,469732.700858,0.0,176954.276698,12710.140411,193141.026231,196241.681188,94156.55511399999,131372.339118,285229.294497,244411.33791499998,77148.258347,0.0,20616.218531,0.0,155115.63113,0.0,MN
2016/06,COMERCIO AL POR MAYOR,198449.38465,97657.18223399999,342997.757418,24090.728219,32840.767178,88680.99437162,1056435.945624,75023.786161,166688.904838,201471.083647,1507173.669449,84908.86985,321471.09274,663615.2916120001,121357.455278,0.0,368262.66773700004,0.0,19566.1066,0.0,MN
2016/06,COMERCIO AL POR MENOR,129845.331699,16349.307033,79145.968807,18882.646034999998,851.5895889999999,0.0,609479.815475,6669.4846880000005,337392.40007900004,252967.995888,21065.517814,143929.44593000002,468810.510762,416420.635354,80993.091737,0.0,62878.648328999996,0.0,1343246.777791,0.0,MN
2016/06,CONSTRUCCION,46947.530446,1395.546551,76240.10113400001,3274.089068,0.0,0.0,410600.20378599997,1416.173972,25547.65709,84193.445192,56429.943734,6705.51095,226390.118947,105976.52583700001,0.0,0.0,66521.08295,0.0,4065.44378,0.0,MN
2016/06,CONSUMO,400575.442314,21333.170951,89467.586245,908.123097,1110103.01278,5843.40856995,533443.31184,27.823962,1014064.214917,260983.00816700002,624821.0653210001,184570.215982,2449951.898623,377141.87471999996,115231.700357,0.0,214987.432441,0.0,788078.85187,0.0,MN
2016/06,GANADERIA,198487.897658,69580.135114,64217.115957999995,24614.818111,245162.704582,0.0,1032675.4824539999,0.0,57783.432165,301748.462106,489880.24926300003,111253.26968,567857.118054,712365.858696,30436.884197,0.0,530848.163246,0.0,202727.88111,0.0,MN
2016/06,INDUSTRIA,160383.25904499998,22317.706490999997,85085.624901,16814.807421999998,112494.749887,46609.44995446,580148.4501700001,2747.3674379999998,55464.93575,245117.46388300002,154510.651165,35347.742687,456828.20821300003,500244.398064,9561.932096999999,0.0,187195.736128,0.0,8671.731774,0.0,MN
2016/06,OTROS,3034.350296,128.448023,0.0,201.59542,1930.956795,0.0,8573.313484,0.0,7838.5998979999995,2835.245955,0.0,16250.008186000001,1076.215211,1469.671016,0.0,0.0,1649.321418,0.0,0.0,0.0,MN
2016/06,SECTOR FINANCIERO,5948.345216,55309.485938,35887.787659,0.0,33894.218356,708.95077913,250377.922893,0.0,47574.431867,28491.333375,32845.891552,6944.197347,34898.433553,56112.82862,0.0,0.0,34219.09731,0.0,0.6,0.0,MN
2016/06,SERVICIOS,82880.941288,45380.86167,215001.581541,7390.49358,34721.530972,8594.18775942,1235897.974623,187.07434,108318.524871,194843.57981899998,4882.480522,141524.685165,482812.240309,393844.03438300005,20451.183162,0.0,291956.077248,0.0,88568.480779,0.0,MN
2016/06,VIVIENDA,138508.626898,18076.313993,34050.794364,11.126545,108766.782363,0.0,211537.523273,0.0,121810.381657,5484.898519,235143.30098300002,11888.580127000001,548775.74823,165876.837057,3166.065617,0.0,61279.514946999996,0.0,415216.639475,0.0,MN
Total 2016/06,VIVIENDA,1489138.237767,373690.87317800004,1042829.4489969999,101802.260877,2150499.0133599997,150436.99143458,6304641.0334250005,98781.850972,2135624.5093630003,1807092.0309320001,3221123.006488,874694.8650219998,5940694.602217,3676226.2612389997,458346.570792,0.0,1840413.960285,0.0,3025258.1443089996,0.0,MN
2016/07,ACTIVIDADES INMOBILIARIAS,68478.14379999999,140.898148,6079.554118,500.330132,0.0,0.0,121531.577296,0.0,0.0,35017.32604,0.0,0.0,69274.37138800001,30626.663653000003,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/07,ADMINISTRACION PUBLICA,3810.320302,34.857201,0.0,0.0,0.0,0.0,80888.085945,0.0,0.0,245.18424,14267.810399,0.0,24200.024015,7758.064372,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/07,AGRICULTURA,52386.582426,27344.235789000002,16261.71898,5305.974279,460868.893455,0.0,144818.337178,22805.202227,194606.84348900002,176933.010683,124301.281087,132294.650441,274337.687156,254460.8587,76237.872124,0.0,27988.591539,0.0,158735.881242,0.0,MN
2016/07,COMERCIO AL POR MAYOR,205159.521232,97845.26522900001,348813.358025,23137.337145999998,37265.438782,68424.35749813,1084716.85496,86704.081114,162377.223801,210939.32538199998,1531689.2930349999,95257.87701,305577.296955,667948.945756,128327.19851100001,0.0,371139.975581,0.0,20278.425125,0.0,MN
2016/07,COMERCIO AL POR MENOR,125917.322395,15259.356929,81163.868909,19349.117212999998,869.392877,0.0,603863.133669,642.772785,329827.879159,256932.315299,15016.247283,143827.30572,456770.060764,417470.638165,77285.773514,0.0,64931.01001,0.0,1313423.664258,0.0,MN
2016/07,CONSTRUCCION,48068.591044,1358.360616,76448.948431,3369.894333,0.0,0.0,409209.83367200004,2910.027398,22443.494539,81453.74686700001,53839.905538,7205.014212,220895.063199,106388.022702,0.0,0.0,65876.742755,0.0,4439.32726,0.0,MN
2016/07,CONSUMO,397512.435734,21195.169668000002,85056.14465300001,799.9303910000001,1123000.846847,5067.27423083,533632.092237,25.480471,1024042.4713089999,259830.943454,629982.565283,183278.701757,2434725.385983,379822.188545,108930.217516,0.0,212977.57499199998,0.0,791518.1617109999,0.0,MN
2016/07,GANADERIA,194244.79184199998,70663.348947,72453.081461,24817.550251999997,259757.716283,0.0,1024316.979937,0.0,57008.750847999996,312118.740988,501087.418404,111245.533871,550457.976787,708358.536543,29309.707860000002,0.0,537962.822656,0.0,201064.800126,0.0,MN
2016/07,INDUSTRIA,153579.154237,22404.011733,87437.021799,16397.787868,115629.968909,46911.52653424,587425.7322900001,1992.9130249999998,54754.711746,228482.880874,154216.917859,35719.070069,403455.474092,474716.571605,11800.511966,0.0,190785.543077,0.0,7898.84914,0.0,MN
2016/07,OTROS,2443.168349,189.684484,0.0,195.590092,1979.280347,0.0,7966.490276,0.0,7924.656139000001,3030.369582,0.0,15371.854803,816.343676,1322.940022,0.0,0.0,1592.20005,0.0,0.0,0.0,MN
2016/07,SECTOR FINANCIERO,33118.967047000006,56870.785732,35928.522318,0.0,87604.44837,433.14419195,270532.547372,0.0,42484.922872,27888.655739,31653.084294,7333.900386,31873.856775,60504.580622,0.0,0.0,29523.172303,0.0,0.0,0.0,MN
2016/07,SERVICIOS,85118.024091,48819.104563,228869.389179,7382.485965999999,36518.870006,9147.90760901,1205289.6525899998,395.520713,106222.200482,194669.609967,2531.672318,145932.18138700002,488747.035282,388429.674059,19967.937293,0.0,299464.146717,0.0,88440.20955,0.0,MN
2016/07,VIVIENDA,139404.942337,18545.146117999997,35058.830055,10.219929,112375.745249,0.0,216255.56218500002,0.0,120825.922246,5340.190504,234640.199707,12445.645391,559446.2957,162730.080181,3127.014848,0.0,61421.130913,0.0,414021.79697900004,0.0,MN
Total 2016/07,VIVIENDA,1509241.964836,380670.225157,1073570.437928,101266.21760099998,2235870.601125,129984.21006416,6290446.879606999,115475.997733,2122519.07663,1792882.2996190002,3293226.395207,889911.7350469999,5820576.871772001,3660537.7649250003,454986.233632,0.0,1863662.910593,0.0,2999821.1153909997,0.0,MN
2016/08,ACTIVIDADES INMOBILIARIAS,69785.47745399999,130.215937,12206.138326999999,558.211857,0.0,0.0,144196.39118099998,0.0,0.0,38653.961409,0.0,0.0,58164.463381,30147.091404000003,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/08,ADMINISTRACION PUBLICA,3431.016891,33.982257,0.0,0.0,0.0,0.0,75684.843462,0.0,0.0,237.6434,14254.873475,0.0,30192.792474,7783.298291,0.0,0.0,0.0,0.0,0.0,0.0,MN
2016/08,AGRICULTURA,31975.24526,27193.451492,15346.627078,5371.250862,433732.868133,0.0,155135.647748,13249.289384,189227.304071,162688.133317,105835.572155,127863.020995,234934.212207,236209.140349,76847.30110400001,0.0,23660.917798000002,0.0,161407.515604,0.0,MN
2016/08,COMERCIO AL POR MAYOR,212249.854763,100503.67384100001,356956.30999,23243.355278000003,49815.239592,111518.17884723,1010300.667269,83241.81332,153290.78521499998,205029.09577599997,1422388.292292,99388.539515,290126.44295399997,636651.3272279999,136379.842309,0.0,366078.984455,0.0,20433.516014,0.0,MN
